'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.usageRecentDaysDelayed', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'Carlos', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\Carlos\\20200924T195016Z-PatientReportExportTests-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario31_assignedPhysiciansFromTopOrgAndDifferentSubOrgsAuthorizedWithDifferentLevelsOfAuthorization', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2249 tests.reports.businessReport.PatientReportExportTests.permissionDirectReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.filterLocationDirect', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC12420 TC12551 tests.reports.businessReport.TaskReportsTests.autoDismissNonCompliantTaskDirectReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'F2662_Alternate_Phone_Numbers.Add_PAMSPatient_AlternatePhoneNumbers', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3229 TC3251 TC3257 F1398_PAMS_and_CTM.pamsLocationAutoAssigedWhenAddingPatient', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC12441 tests.reports.businessReport.PatientReportExportTests.complianceTotalUsageDirect', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC977 TC978 TC981 F750_Duplicate_Patient.tc977_to_981', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4650 tests.reports.businessReport.BusinessReportTemplateTests.removeCustomFields', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.complianceTwoRulesDelayedReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC1825 TC1876 TC12420 TC12551 DE6006 F792_Patient_Activity_Log.complianceTaskAutoDismissNonCompliantTaskPAL', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC12224 tests.reports.businessReport.BusinessReportTemplateTests.defaultSortField', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2238 TC4625 TC12220 tests.reports.businessReport.BusinessReportTemplateTests.adminSharedReportTemplate', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'DE5373 tests.reports.businessReport.TaskReportsTests.usageNTDDirectReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.manualTaskDirectReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2245 tests.reports.businessReport.PatientReportExportTests.multipleUsersDelayedReporting', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2755 TC2760 tests.task.reminder.ReminderTests.updatePatientSetupDateReminderTasks', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4073 tests.reports.F2119_Add_Summary_Usage_to_PatientView_Rpt.comparePatientView_Usage_to_Trilogy_and_Expected_using_MultipleDevices_14Days', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC7897 TC8045 tests.reports.businessReport.BusinessReportTemplateTests.getUsersDefaultTemplateInfo', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.concurrentSecureReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC844 F973_Org_Logo_Upload.deleteOrgLogo', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC1199 TC1862 TC1863 TC1864 F777_Add_or_Edit_Custom_Fields.adminAddsCustomField', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2463 F1159_F3084_Add_Non_Device_Equipment.assignAccessoryWithEmptyOrNullModel', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3767 F1971_Exclude_Locations_And_Users_From_Care_Team_Assignment.pSCAdminEditsSubOrganizationAndMakesItAvailableForPatientAssignment', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2958 tests.reports.businessReport.PatientReportExportTests.sortLocationDirectReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2598 TC2610 tests.task.general.F1132_Reassign_Tasks.clinicalUserReassignsTask', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4643 tests.task.compliance.F2518_ComplianceTests.TC4643_testInitialComplianceWithMultipleDeviceFamiliesAlwaysChooseTrilogyFirst', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario9_assignPhysicianToExternalPatientFromAuthorizedExternalSubOrg', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2167 F1159_F3084_Add_Non_Device_Equipment.assignMaskAndHumidifierToPatientSuccessfully', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario17_assignLocationToExternalPatient_TopOrgAuthorized', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'F2745_Helix_Data_Upload.ChunksDetailsData', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC1199 TC1862 F777_Add_or_Edit_Custom_Fields.orgAdminGetsCustomFields', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4650 tests.reports.businessReport.PatientReportExportTests.internalCustomFieldsDelayed', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2175 F792_Patient_Activity_Log.patientAccessoryAssignmentMigrationActivityLogEntry', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4072 tests.reports.businessReport.BusinessReportTemplateTests.setUsageNumberOfDays', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4444 tests.auth.external.F3807_F3063_TemporaryAccessToPatients_CardDownload.unauthorizedExternalUser_DownloadsSleepTherapyDataToPatient_PatientOrgEnabledForTemporaryAccess_Success', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'F539_Add_Patient.tc296_AddPatient', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4413 TC4441 tests.auth.external.F3068_CareTeamSettings_TemporaryAccessToPatient_PhysicianStaffAccess.editPhysicianStaffAccessAndTemporaryAccessToPatients_Success', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4449 TC4450 tests.auth.external.F3807_F3063_TemporaryAccessToPatients_CardDownload.unauthorizedExternalUser_DownloadsSleepTherapyDataToPatient_PatientOrgEnabledForTemporaryAccess_TaskCreated', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4451 tests.auth.external.F3807_F3063_TemporaryAccessToPatients_CardDownload.unauthorizedExternalUser_TemporaryAccessToPatientRemovedAfterLogout', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC5871 F3288_Visit_Summary_From_AmWell.duplicateFirstNameLastNameDOB', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC12112 tests.task.reminder.ReminderTests.unassignReminderSetWithExternalService', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC337 TC1199 F917_User_Management.editUserAndGenerateNewUsername', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC12314 F2188_SleepUploadTransfer.test_uploadSleepDataToSourcePatient', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC6177 tests.reports.businessReport.PatientReportExportTests.setupDateFilteringDateRangeDelayed', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2728 TC2729 TC2754 tests.task.reminder.ReminderTests.recurrenceRemindersRuleDeletion', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3769 F1971_Exclude_Locations_And_Users_From_Care_Team_Assignment.internalCareTeamMemberSearchesForInternalUsers', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4102 tests.billingExternalServices.F2038_BillingES_Enablement.billingExternalServices_UserShouldRetrieveListOfDisabledExternalServicesWithDetails', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.tempPatientAccessGrantedDirectReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3518 tests.task.reminder.ReminderTests.managedByPams', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'F1971_Exclude_Locations_And_Users_From_Care_Team_Assignment.physicianAcceptingPatients_FromSubSubOrgNotAcceptingPatients_FromTopOrgAcceptingPatients_ReturnedInCareTeamSearchResults', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC802 F574_Product_Support_Portal.successfulProductSupportLogin', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3767 F1971_Exclude_Locations_And_Users_From_Care_Team_Assignment.pSCAdminAddsOrganizationAndExcludesItFromPatientAssignment', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'F2662_Alternate_Phone_Numbers.Update_Patient_AlternatePhoneNumbers', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC12092 tests.reports.businessReport.TaskReportsTests.patientCompliantWithoutTaskDirectReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2254 TC4155 TC4156 tests.reports.businessReport.PatientReportExportTests.equipmentDelayedReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC6721 TC6722 TC6723 TC6724 TC6726 TC6727 TC6728 tests.rules.oxygen.threshold.EverFloOxygenConcentratorPurityThresholdRuleTest.test_triggerTaskCreation', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200928T215916Z-LegacyTrace-GroupByMethod.txt'
